,date,state,total_cases,daily_cases,local_cases,import_cases
1618,2020-09-10,Pulau Pinang,138,0.0,0,0
1619,2020-09-10,Perak,269,0.0,0,0
1620,2020-09-10,Selangor,2190,1.0,0,1
1621,2020-09-10,Negeri Sembilan,1039,0.0,0,0
1622,2020-09-10,Melaka,262,0.0,0,0
1623,2020-09-10,Johor,752,0.0,0,0
1624,2020-09-10,Pahang,371,0.0,0,0
1625,2020-09-10,Terengganu,114,0.0,0,0
1626,2020-09-10,Kelantan,160,0.0,0,0
1627,2020-09-10,Sabah,592,40.0,40,0
1628,2020-09-10,Sarawak,700,0.0,0,0
1629,2020-09-10,Kuala Lumpur,2616,0.0,0,0
1630,2020-09-10,Putrajaya,99,0.0,0,0
1631,2020-09-10,Labuan,23,0.0,0,0
1632,2020-09-09,Perlis,33,0.0,0,0
1633,2020-09-09,Kedah,266,16.0,16,0
1634,2020-09-09,Pulau Pinang,138,0.0,0,0
1635,2020-09-09,Perak,269,0.0,0,0
1636,2020-09-09,Selangor,2189,1.0,0,1
1637,2020-09-09,Negeri Sembilan,1039,1.0,0,1
1638,2020-09-09,Melaka,262,0.0,0,0
1639,2020-09-09,Johor,752,0.0,0,0
1640,2020-09-09,Pahang,371,0.0,0,0
1641,2020-09-09,Terengganu,114,0.0,0,0
1642,2020-09-09,Kelantan,160,0.0,0,0
1643,2020-09-09,Sabah,552,4.0,2,2
1644,2020-09-09,Sarawak,700,1.0,0,1
1645,2020-09-09,Kuala Lumpur,2616,1.0,0,1
1646,2020-09-09,Putrajaya,99,0.0,0,0
1647,2020-09-09,Labuan,23,0.0,0,0
1648,2020-09-08,Perlis,33,1.0,1,0
1649,2020-09-08,Kedah,250,22.0,22,0
1650,2020-09-08,Pulau Pinang,138,0.0,0,0
1651,2020-09-08,Perak,269,0.0,0,0
1652,2020-09-08,Selangor,2188,9.0,0,9
1653,2020-09-08,Negeri Sembilan,1038,1.0,0,1
1654,2020-09-08,Melaka,262,0.0,0,0
1655,2020-09-08,Johor,752,0.0,0,0
1656,2020-09-08,Pahang,371,0.0,0,0
1657,2020-09-08,Terengganu,114,0.0,0,0
1658,2020-09-08,Kelantan,160,0.0,0,0
1659,2020-09-08,Sabah,548,62.0,62,0
1660,2020-09-08,Sarawak,699,0.0,0,0
1661,2020-09-08,Kuala Lumpur,2615,5.0,0,5
1662,2020-09-08,Putrajaya,99,0.0,0,0
1663,2020-09-08,Labuan,23,0.0,0,0
1664,2020-09-07,Perlis,32,0.0,0,0
1665,2020-09-07,Kedah,228,4.0,4,0
1666,2020-09-07,Pulau Pinang,138,1.0,1,0
1667,2020-09-07,Perak,269,0.0,0,0
1668,2020-09-07,Selangor,2179,2.0,0,2
1669,2020-09-07,Negeri Sembilan,1037,0.0,0,0
1670,2020-09-07,Melaka,262,0.0,0,0
1671,2020-09-07,Johor,752,0.0,0,0
1672,2020-09-07,Pahang,371,0.0,0,0
1673,2020-09-07,Terengganu,114,0.0,0,0
1674,2020-09-07,Kelantan,160,0.0,0,0
1675,2020-09-07,Sabah,486,51.0,51,0
1676,2020-09-07,Sarawak,699,0.0,0,0
1677,2020-09-07,Kuala Lumpur,2610,4.0,0,4
1678,2020-09-07,Putrajaya,99,0.0,0,0
1679,2020-09-07,Labuan,23,0.0,0,0
1680,2020-09-06,Perlis,32,0.0,0,0
1681,2020-09-06,Kedah,224,0.0,0,0
1682,2020-09-06,Pulau Pinang,137,1.0,1,0
1683,2020-09-06,Perak,269,0.0,0,0
1684,2020-09-06,Selangor,2177,0.0,0,0
1685,2020-09-06,Negeri Sembilan,1037,0.0,0,0
1686,2020-09-06,Melaka,262,0.0,0,0
1687,2020-09-06,Johor,752,0.0,0,0
1688,2020-09-06,Pahang,371,0.0,0,0
1689,2020-09-06,Terengganu,114,0.0,0,0
1690,2020-09-06,Kelantan,160,0.0,0,0
1691,2020-09-06,Sabah,435,2.0,2,0
1692,2020-09-06,Sarawak,699,0.0,0,0
1693,2020-09-06,Kuala Lumpur,2606,3.0,0,3
1694,2020-09-06,Putrajaya,99,0.0,0,0
1695,2020-09-06,Labuan,23,0.0,0,0
1696,2020-09-05,Perlis,32,0.0,0,0
1697,2020-09-05,Kedah,224,1.0,1,0
1698,2020-09-05,Pulau Pinang,136,0.0,0,0
1699,2020-09-05,Perak,269,0.0,0,0
1700,2020-09-05,Selangor,2177,0.0,0,0
1701,2020-09-05,Negeri Sembilan,1037,0.0,0,0
1702,2020-09-05,Melaka,262,0.0,0,0
1703,2020-09-05,Johor,752,0.0,0,0
1704,2020-09-05,Pahang,371,0.0,0,0
1705,2020-09-05,Terengganu,114,0.0,0,0
1706,2020-09-05,Kelantan,160,0.0,0,0
1707,2020-09-05,Sabah,433,1.0,1,0
1708,2020-09-05,Sarawak,699,0.0,0,0
1709,2020-09-05,Kuala Lumpur,2603,4.0,0,4
1710,2020-09-05,Putrajaya,99,0.0,0,0
1711,2020-09-05,Labuan,23,0.0,0,0
1712,2020-09-04,Perlis,32,0.0,0,0
1713,2020-09-04,Kedah,223,1.0,1,0
1714,2020-09-04,Pulau Pinang,136,0.0,0,0
1715,2020-09-04,Perak,269,0.0,0,0
1716,2020-09-04,Selangor,2177,2.0,2,0
1717,2020-09-04,Negeri Sembilan,1037,1.0,1,0
1718,2020-09-04,Melaka,262,0.0,0,0
1719,2020-09-04,Johor,752,0.0,0,0
1720,2020-09-04,Pahang,371,0.0,0,0
1721,2020-09-04,Terengganu,114,0.0,0,0
1722,2020-09-04,Kelantan,160,0.0,0,0
1723,2020-09-04,Sabah,432,0.0,0,0
1724,2020-09-04,Sarawak,699,0.0,0,0
1725,2020-09-04,Kuala Lumpur,2599,7.0,0,7
1726,2020-09-04,Putrajaya,99,0.0,0,0
1727,2020-09-04,Labuan,23,0.0,0,0
1728,2020-09-03,Perlis,32,0.0,0,0
1729,2020-09-03,Kedah,222,4.0,4,0
1730,2020-09-03,Pulau Pinang,136,0.0,0,0
1731,2020-09-03,Perak,269,0.0,0,0
1732,2020-09-03,Selangor,2175,0.0,0,0
1733,2020-09-03,Negeri Sembilan,1036,2.0,0,2
1734,2020-09-03,Melaka,262,0.0,0,0
1735,2020-09-03,Johor,752,1.0,0,1
1736,2020-09-03,Pahang,371,0.0,0,0
1737,2020-09-03,Terengganu,114,0.0,0,0
1738,2020-09-03,Kelantan,160,0.0,0,0
1739,2020-09-03,Sabah,432,6.0,6,0
1740,2020-09-03,Sarawak,699,0.0,0,0
1741,2020-09-03,Kuala Lumpur,2592,1.0,0,1
1742,2020-09-03,Putrajaya,99,0.0,0,0
1743,2020-09-03,Labuan,23,0.0,0,0
1744,2020-09-02,Perlis,32,0.0,0,0
1745,2020-09-02,Kedah,218,0.0,0,0
1746,2020-09-02,Pulau Pinang,136,0.0,0,0
1747,2020-09-02,Perak,269,0.0,0,0
1748,2020-09-02,Selangor,2175,1.0,1,0
1749,2020-09-02,Negeri Sembilan,1034,0.0,0,0
1750,2020-09-02,Melaka,262,0.0,0,0
1751,2020-09-02,Johor,751,0.0,0,0
1752,2020-09-02,Pahang,371,1.0,1,0
1753,2020-09-02,Terengganu,114,0.0,0,0
1754,2020-09-02,Kelantan,160,0.0,0,0
1755,2020-09-02,Sabah,426,0.0,0,0
1756,2020-09-02,Sarawak,699,0.0,0,0
1757,2020-09-02,Kuala Lumpur,2591,4.0,0,4
1758,2020-09-02,Putrajaya,99,0.0,0,0
1759,2020-09-02,Labuan,23,0.0,0,0
1760,2020-09-01,Perlis,32,0.0,0,0
1761,2020-09-01,Kedah,218,2.0,2,0
1762,2020-09-01,Pulau Pinang,136,0.0,0,0
1763,2020-09-01,Perak,269,0.0,0,0
1764,2020-09-01,Selangor,2174,3.0,0,3
1765,2020-09-01,Negeri Sembilan,1034,0.0,0,0
1766,2020-09-01,Melaka,262,0.0,0,0
1767,2020-09-01,Johor,751,0.0,0,0
1768,2020-09-01,Pahang,370,0.0,0,0
1769,2020-09-01,Terengganu,114,0.0,0,0
1770,2020-09-01,Kelantan,160,0.0,0,0
1771,2020-09-01,Sabah,426,9.0,7,2
1772,2020-09-01,Sarawak,699,0.0,0,0
1773,2020-09-01,Kuala Lumpur,2587,0.0,0,0
1774,2020-09-01,Putrajaya,99,0.0,0,0
1775,2020-09-01,Labuan,23,0.0,0,0
1776,2020-08-31,Perlis,32,0.0,0,0
1777,2020-08-31,Kedah,216,2.0,2,0
1778,2020-08-31,Pulau Pinang,136,0.0,0,0
1779,2020-08-31,Perak,269,0.0,0,0
1780,2020-08-31,Selangor,2171,4.0,0,4
1781,2020-08-31,Negeri Sembilan,1034,0.0,0,0
1782,2020-08-31,Melaka,262,0.0,0,0
1783,2020-08-31,Johor,751,0.0,0,0
1784,2020-08-31,Pahang,370,0.0,0,0
1785,2020-08-31,Terengganu,114,0.0,0,0
1786,2020-08-31,Kelantan,160,0.0,0,0
1787,2020-08-31,Sabah,417,0.0,0,0
1788,2020-08-31,Sarawak,699,0.0,0,0
1789,2020-08-31,Kuala Lumpur,2587,0.0,0,0
1790,2020-08-31,Putrajaya,99,0.0,0,0
1791,2020-08-31,Labuan,23,0.0,0,0
1792,2020-08-30,Perlis,32,0.0,0,0
1793,2020-08-30,Kedah,214,1.0,1,0
1794,2020-08-30,Pulau Pinang,136,0.0,0,0
1795,2020-08-30,Perak,269,0.0,0,0
1796,2020-08-30,Selangor,2167,1.0,1,0
1797,2020-08-30,Negeri Sembilan,1034,0.0,0,0
1798,2020-08-30,Melaka,262,0.0,0,0
1799,2020-08-30,Johor,751,0.0,0,0
1800,2020-08-30,Pahang,370,0.0,0,0
1801,2020-08-30,Terengganu,114,0.0,0,0
1802,2020-08-30,Kelantan,160,0.0,0,0
1803,2020-08-30,Sabah,417,0.0,0,0
1804,2020-08-30,Sarawak,699,1.0,0,1
1805,2020-08-30,Kuala Lumpur,2587,14.0,0,14
1806,2020-08-30,Putrajaya,99,0.0,0,0
1807,2020-08-30,Labuan,23,0.0,0,0
1808,2020-08-29,Perlis,32,0.0,0,0
1809,2020-08-29,Kedah,213,0.0,0,0
1810,2020-08-29,Pulau Pinang,136,0.0,0,0
1811,2020-08-29,Perak,269,0.0,0,0
1812,2020-08-29,Selangor,2166,2.0,0,2
1813,2020-08-29,Negeri Sembilan,1034,0.0,0,0
1814,2020-08-29,Melaka,262,0.0,0,0
1815,2020-08-29,Johor,751,0.0,0,0
1816,2020-08-29,Pahang,370,0.0,0,0
1817,2020-08-29,Terengganu,114,0.0,0,0
1818,2020-08-29,Kelantan,160,0.0,0,0
1819,2020-08-29,Sabah,417,0.0,0,0
1820,2020-08-29,Sarawak,698,1.0,1,0
1821,2020-08-29,Kuala Lumpur,2573,8.0,0,8
1822,2020-08-29,Putrajaya,99,0.0,0,0
1823,2020-08-29,Labuan,23,0.0,0,0
1824,2020-08-28,Perlis,32,0.0,0,0
1825,2020-08-28,Kedah,213,1.0,1,0
1826,2020-08-28,Pulau Pinang,136,0.0,0,0
1827,2020-08-28,Perak,269,0.0,0,0
1828,2020-08-28,Selangor,2164,3.0,1,2
1829,2020-08-28,Negeri Sembilan,1034,0.0,0,0
1830,2020-08-28,Melaka,262,0.0,0,0
1831,2020-08-28,Johor,751,0.0,0,0
1832,2020-08-28,Pahang,370,0.0,0,0
1833,2020-08-28,Terengganu,114,0.0,0,0
1834,2020-08-28,Kelantan,160,0.0,0,0
1835,2020-08-28,Sabah,417,0.0,0,0
1836,2020-08-28,Sarawak,697,1.0,0,1
1837,2020-08-28,Kuala Lumpur,2565,5.0,0,5
1838,2020-08-28,Putrajaya,99,0.0,0,0
1839,2020-08-28,Labuan,23,0.0,0,0
1840,2020-08-27,Perlis,32,0.0,0,0
1841,2020-08-27,Kedah,212,0.0,0,0
1842,2020-08-27,Pulau Pinang,136,0.0,0,0
1843,2020-08-27,Perak,269,0.0,0,0
1844,2020-08-27,Selangor,2161,2.0,0,2
1845,2020-08-27,Negeri Sembilan,1034,0.0,0,0
1846,2020-08-27,Melaka,262,3.0,3,0
1847,2020-08-27,Johor,751,0.0,0,0
1848,2020-08-27,Pahang,370,0.0,0,0
1849,2020-08-27,Terengganu,114,0.0,0,0
1850,2020-08-27,Kelantan,160,0.0,0,0
1851,2020-08-27,Sabah,417,0.0,0,0
1852,2020-08-27,Sarawak,696,0.0,0,0
1853,2020-08-27,Kuala Lumpur,2560,0.0,0,0
1854,2020-08-27,Putrajaya,99,0.0,0,0
1855,2020-08-27,Labuan,23,0.0,0,0
1856,2020-08-26,Perlis,32,0.0,0,0
1857,2020-08-26,Kedah,212,5.0,5,0
1858,2020-08-26,Pulau Pinang,136,0.0,0,0
1859,2020-08-26,Perak,269,0.0,0,0
1860,2020-08-26,Selangor,2159,1.0,0,1
1861,2020-08-26,Negeri Sembilan,1034,0.0,0,0
1862,2020-08-26,Melaka,259,0.0,0,0
1863,2020-08-26,Johor,751,0.0,0,0
1864,2020-08-26,Pahang,370,0.0,0,0
1865,2020-08-26,Terengganu,114,0.0,0,0
1866,2020-08-26,Kelantan,160,0.0,0,0
1867,2020-08-26,Sabah,417,0.0,0,0
1868,2020-08-26,Sarawak,696,0.0,0,0
1869,2020-08-26,Kuala Lumpur,2560,0.0,0,0
1870,2020-08-26,Putrajaya,99,0.0,0,0
1871,2020-08-26,Labuan,23,0.0,0,0
1872,2020-08-25,Perlis,32,1.0,1,0
1873,2020-08-25,Kedah,207,7.0,7,0
1874,2020-08-25,Pulau Pinang,136,0.0,0,0
1875,2020-08-25,Perak,269,0.0,0,0
1876,2020-08-25,Selangor,2158,3.0,1,2
1877,2020-08-25,Negeri Sembilan,1034,0.0,0,0
1878,2020-08-25,Melaka,259,0.0,0,0
1879,2020-08-25,Johor,751,0.0,0,0
1880,2020-08-25,Pahang,370,0.0,0,0
1881,2020-08-25,Terengganu,114,0.0,0,0
1882,2020-08-25,Kelantan,160,0.0,0,0
1883,2020-08-25,Sabah,417,0.0,0,0
1884,2020-08-25,Sarawak,696,0.0,0,0
1885,2020-08-25,Kuala Lumpur,2560,0.0,0,0
1886,2020-08-25,Putrajaya,99,0.0,0,0
1887,2020-08-25,Labuan,23,0.0,0,0
1888,2020-08-24,Perlis,31,0.0,0,0
1889,2020-08-24,Kedah,200,0.0,0,0
1890,2020-08-24,Pulau Pinang,136,0.0,0,0
1891,2020-08-24,Perak,269,0.0,0,0
1892,2020-08-24,Selangor,2155,0.0,0,0
1893,2020-08-24,Negeri Sembilan,1034,0.0,0,0
1894,2020-08-24,Melaka,259,0.0,0,0
1895,2020-08-24,Johor,751,0.0,0,0
1896,2020-08-24,Pahang,370,0.0,0,0
1897,2020-08-24,Terengganu,114,0.0,0,0
1898,2020-08-24,Kelantan,160,0.0,0,0
1899,2020-08-24,Sabah,417,0.0,0,0
1900,2020-08-24,Sarawak,696,5.0,5,0
1901,2020-08-24,Kuala Lumpur,2560,2.0,0,2
1902,2020-08-24,Putrajaya,99,0.0,0,0
1903,2020-08-24,Labuan,23,0.0,0,0
1904,2020-08-23,Perlis,31,0.0,0,0
1905,2020-08-23,Kedah,200,2.0,2,0
1906,2020-08-23,Pulau Pinang,136,0.0,0,0
1907,2020-08-23,Perak,269,0.0,0,0
1908,2020-08-23,Selangor,2155,2.0,0,2
1909,2020-08-23,Negeri Sembilan,1034,0.0,0,0
1910,2020-08-23,Melaka,259,0.0,0,0
1911,2020-08-23,Johor,751,0.0,0,0
1912,2020-08-23,Pahang,370,0.0,0,0
1913,2020-08-23,Terengganu,114,0.0,0,0
1914,2020-08-23,Kelantan,160,0.0,0,0
1915,2020-08-23,Sabah,417,0.0,0,0
1916,2020-08-23,Sarawak,691,3.0,0,3
1917,2020-08-23,Kuala Lumpur,2558,3.0,0,3
1918,2020-08-23,Putrajaya,99,0.0,0,0
1919,2020-08-23,Labuan,23,0.0,0,0
1920,2020-08-22,Perlis,31,0.0,0,0
1921,2020-08-22,Kedah,198,5.0,5,0
1922,2020-08-22,Pulau Pinang,136,0.0,0,0
1923,2020-08-22,Perak,269,0.0,0,0
1924,2020-08-22,Selangor,2153,0.0,0,0
1925,2020-08-22,Negeri Sembilan,1034,0.0,0,0
1926,2020-08-22,Melaka,259,0.0,0,0
1927,2020-08-22,Johor,751,0.0,0,0
1928,2020-08-22,Pahang,370,0.0,0,0
1929,2020-08-22,Terengganu,114,0.0,0,0
1930,2020-08-22,Kelantan,160,0.0,0,0
1931,2020-08-22,Sabah,417,1.0,0,1
1932,2020-08-22,Sarawak,688,1.0,0,1
1933,2020-08-22,Kuala Lumpur,2555,1.0,0,1
1934,2020-08-22,Putrajaya,99,0.0,0,0
1935,2020-08-22,Labuan,23,0.0,0,0
1936,2020-08-21,Perlis,31,0.0,0,0
1937,2020-08-21,Kedah,193,3.0,3,0
1938,2020-08-21,Pulau Pinang,136,0.0,0,0
1939,2020-08-21,Perak,269,0.0,0,0
1940,2020-08-21,Selangor,2153,2.0,0,2
1941,2020-08-21,Negeri Sembilan,1034,0.0,0,0
1942,2020-08-21,Melaka,259,0.0,0,0
1943,2020-08-21,Johor,751,0.0,0,0
1944,2020-08-21,Pahang,370,0.0,0,0
1945,2020-08-21,Terengganu,114,0.0,0,0
1946,2020-08-21,Kelantan,160,0.0,0,0
1947,2020-08-21,Sabah,416,0.0,0,0
1948,2020-08-21,Sarawak,687,1.0,1,0
1949,2020-08-21,Kuala Lumpur,2554,3.0,1,2
1950,2020-08-21,Putrajaya,99,0.0,0,0
1951,2020-08-21,Labuan,23,0.0,0,0
1952,2020-08-20,Perlis,31,0.0,0,0
1953,2020-08-20,Kedah,190,0.0,0,0
1954,2020-08-20,Pulau Pinang,136,0.0,0,0
1955,2020-08-20,Perak,269,0.0,0,0
1956,2020-08-20,Selangor,2151,1.0,0,1
1957,2020-08-20,Negeri Sembilan,1034,0.0,0,0
1958,2020-08-20,Melaka,259,0.0,0,0
1959,2020-08-20,Johor,751,0.0,0,0
1960,2020-08-20,Pahang,370,0.0,0,0
1961,2020-08-20,Terengganu,114,0.0,0,0
1962,2020-08-20,Kelantan,160,0.0,0,0
1963,2020-08-20,Sabah,416,0.0,0,0
1964,2020-08-20,Sarawak,686,4.0,0,4
1965,2020-08-20,Kuala Lumpur,2551,0.0,0,0
1966,2020-08-20,Putrajaya,99,0.0,0,0
1967,2020-08-20,Labuan,23,0.0,0,0
1968,2020-08-19,Perlis,31,0.0,0,0
1969,2020-08-19,Kedah,190,7.0,7,0
1970,2020-08-19,Pulau Pinang,136,4.0,4,0
1971,2020-08-19,Perak,269,0.0,0,0
1972,2020-08-19,Selangor,2150,0.0,0,0
1973,2020-08-19,Negeri Sembilan,1034,0.0,0,0
1974,2020-08-19,Melaka,259,0.0,0,0
1975,2020-08-19,Johor,751,1.0,1,0
1976,2020-08-19,Pahang,370,0.0,0,0
1977,2020-08-19,Terengganu,114,0.0,0,0
1978,2020-08-19,Kelantan,160,0.0,0,0
1979,2020-08-19,Sabah,416,0.0,0,0
1980,2020-08-19,Sarawak,682,0.0,0,0
1981,2020-08-19,Kuala Lumpur,2551,3.0,0,3
1982,2020-08-19,Putrajaya,99,0.0,0,0
1983,2020-08-19,Labuan,23,1.0,0,1
1984,2020-08-18,Perlis,31,0.0,0,0
1985,2020-08-18,Kedah,183,3.0,3,0
1986,2020-08-18,Pulau Pinang,132,0.0,0,0
1987,2020-08-18,Perak,269,0.0,0,0
1988,2020-08-18,Selangor,2150,0.0,0,0
1989,2020-08-18,Negeri Sembilan,1034,0.0,0,0
1990,2020-08-18,Melaka,259,0.0,0,0
1991,2020-08-18,Johor,750,0.0,0,0
1992,2020-08-18,Pahang,370,0.0,0,0
1993,2020-08-18,Terengganu,114,0.0,0,0
1994,2020-08-18,Kelantan,160,0.0,0,0
1995,2020-08-18,Sabah,416,0.0,0,0
1996,2020-08-18,Sarawak,682,0.0,0,0
1997,2020-08-18,Kuala Lumpur,2548,4.0,0,4
1998,2020-08-18,Putrajaya,99,0.0,0,0
1999,2020-08-18,Labuan,22,0.0,0,0
2000,2020-08-17,Perlis,31,0.0,0,0
2001,2020-08-17,Kedah,180,6.0,6,0
2002,2020-08-17,Pulau Pinang,132,3.0,3,0
2003,2020-08-17,Perak,269,0.0,0,0
2004,2020-08-17,Selangor,2150,1.0,1,0
2005,2020-08-17,Negeri Sembilan,1034,0.0,0,0
2006,2020-08-17,Melaka,259,0.0,0,0
2007,2020-08-17,Johor,750,0.0,0,0
2008,2020-08-17,Pahang,370,0.0,0,0
2009,2020-08-17,Terengganu,114,0.0,0,0
2010,2020-08-17,Kelantan,160,0.0,0,0
2011,2020-08-17,Sabah,416,0.0,0,0
2012,2020-08-17,Sarawak,682,0.0,0,0
2013,2020-08-17,Kuala Lumpur,2544,2.0,0,2
2014,2020-08-17,Putrajaya,99,0.0,0,0
2015,2020-08-17,Labuan,22,0.0,0,0
2016,2020-08-16,Perlis,31,0.0,0,0
2017,2020-08-16,Kedah,174,5.0,5,0
2018,2020-08-16,Pulau Pinang,129,1.0,1,0
2019,2020-08-16,Perak,269,0.0,0,0
2020,2020-08-16,Selangor,2149,5.0,0,5
2021,2020-08-16,Negeri Sembilan,1034,0.0,0,0
2022,2020-08-16,Melaka,259,0.0,0,0
2023,2020-08-16,Johor,750,0.0,0,0
2024,2020-08-16,Pahang,370,0.0,0,0
2025,2020-08-16,Terengganu,114,0.0,0,0
2026,2020-08-16,Kelantan,160,0.0,0,0
2027,2020-08-16,Sabah,416,1.0,1,0
2028,2020-08-16,Sarawak,682,0.0,0,0
2029,2020-08-16,Kuala Lumpur,2542,13.0,2,11
2030,2020-08-16,Putrajaya,99,0.0,0,0
2031,2020-08-16,Labuan,22,0.0,0,0
2032,2020-08-15,Perlis,31,1.0,1,0
2033,2020-08-15,Kedah,169,14.0,14,0
2034,2020-08-15,Pulau Pinang,128,2.0,2,0
2035,2020-08-15,Perak,269,0.0,0,0
2036,2020-08-15,Selangor,2144,0.0,0,0
2037,2020-08-15,Negeri Sembilan,1034,2.0,2,0
2038,2020-08-15,Melaka,259,0.0,0,0
2039,2020-08-15,Johor,750,1.0,1,0
2040,2020-08-15,Pahang,370,0.0,0,0
2041,2020-08-15,Terengganu,114,0.0,0,0
2042,2020-08-15,Kelantan,160,0.0,0,0
2043,2020-08-15,Sabah,415,0.0,0,0
2044,2020-08-15,Sarawak,682,0.0,0,0
2045,2020-08-15,Kuala Lumpur,2529,6.0,3,3
2046,2020-08-15,Putrajaya,99,0.0,0,0
2047,2020-08-15,Labuan,22,0.0,0,0
2048,2020-08-14,Perlis,30,0.0,0,0
2049,2020-08-14,Kedah,155,12.0,12,0
2050,2020-08-14,Pulau Pinang,126,1.0,1,0
2051,2020-08-14,Perak,269,0.0,0,0
2052,2020-08-14,Selangor,2144,2.0,0,2
2053,2020-08-14,Negeri Sembilan,1032,0.0,0,0
2054,2020-08-14,Melaka,259,0.0,0,0
2055,2020-08-14,Johor,749,0.0,0,0
2056,2020-08-14,Pahang,370,0.0,0,0
2057,2020-08-14,Terengganu,114,0.0,0,0
2058,2020-08-14,Kelantan,160,0.0,0,0
2059,2020-08-14,Sabah,415,0.0,0,0
2060,2020-08-14,Sarawak,682,1.0,0,1
2061,2020-08-14,Kuala Lumpur,2523,4.0,0,4
2062,2020-08-14,Putrajaya,99,0.0,0,0
2063,2020-08-14,Labuan,22,0.0,0,0
2064,2020-08-13,Perlis,30,0.0,0,0
2065,2020-08-13,Kedah,143,9.0,9,0
2066,2020-08-13,Pulau Pinang,125,0.0,0,0
2067,2020-08-13,Perak,269,0.0,0,0
2068,2020-08-13,Selangor,2142,3.0,0,3
2069,2020-08-13,Negeri Sembilan,1032,0.0,0,0
2070,2020-08-13,Melaka,259,0.0,0,0
2071,2020-08-13,Johor,749,0.0,0,0
2072,2020-08-13,Pahang,370,0.0,0,0
2073,2020-08-13,Terengganu,114,0.0,0,0
2074,2020-08-13,Kelantan,160,0.0,0,0
2075,2020-08-13,Sabah,415,0.0,0,0
2076,2020-08-13,Sarawak,681,0.0,0,0
2077,2020-08-13,Kuala Lumpur,2519,3.0,2,1
2078,2020-08-13,Putrajaya,99,0.0,0,0
2079,2020-08-13,Labuan,22,0.0,0,0
2080,2020-08-12,Perlis,30,0.0,0,0
2081,2020-08-12,Kedah,134,2.0,2,0
2082,2020-08-12,Pulau Pinang,125,0.0,0,0
2083,2020-08-12,Perak,269,0.0,0,0
2084,2020-08-12,Selangor,2139,0.0,0,0
2085,2020-08-12,Negeri Sembilan,1032,0.0,0,0
2086,2020-08-12,Melaka,259,0.0,0,0
2087,2020-08-12,Johor,749,2.0,0,2
2088,2020-08-12,Pahang,370,0.0,0,0
2089,2020-08-12,Terengganu,114,0.0,0,0
2090,2020-08-12,Kelantan,160,0.0,0,0
2091,2020-08-12,Sabah,415,4.0,1,3
2092,2020-08-12,Sarawak,681,0.0,0,0
2093,2020-08-12,Kuala Lumpur,2516,3.0,0,3
2094,2020-08-12,Putrajaya,99,0.0,0,0
2095,2020-08-12,Labuan,22,0.0,0,0
2096,2020-08-11,Perlis,30,0.0,0,0
2097,2020-08-11,Kedah,132,0.0,0,0
2098,2020-08-11,Pulau Pinang,125,0.0,0,0
2099,2020-08-11,Perak,269,0.0,0,0
2100,2020-08-11,Selangor,2139,1.0,0,1
2101,2020-08-11,Negeri Sembilan,1032,0.0,0,0
2102,2020-08-11,Melaka,259,0.0,0,0
2103,2020-08-11,Johor,747,1.0,0,1
2104,2020-08-11,Pahang,370,0.0,0,0
2105,2020-08-11,Terengganu,114,0.0,0,0
2106,2020-08-11,Kelantan,160,0.0,0,0
2107,2020-08-11,Sabah,411,1.0,1,0
2108,2020-08-11,Sarawak,681,0.0,0,0
2109,2020-08-11,Kuala Lumpur,2513,6.0,3,3
2110,2020-08-11,Putrajaya,99,0.0,0,0
2111,2020-08-11,Labuan,22,0.0,0,0
2112,2020-08-10,Perlis,30,0.0,0,0
2113,2020-08-10,Kedah,132,0.0,0,0
2114,2020-08-10,Pulau Pinang,125,0.0,0,0
2115,2020-08-10,Perak,269,3.0,3,0
2116,2020-08-10,Selangor,2138,4.0,1,3
2117,2020-08-10,Negeri Sembilan,1032,0.0,0,0
2118,2020-08-10,Melaka,259,1.0,1,0
2119,2020-08-10,Johor,746,2.0,1,1
2120,2020-08-10,Pahang,370,0.0,0,0
2121,2020-08-10,Terengganu,114,0.0,0,0
2122,2020-08-10,Kelantan,160,0.0,0,0
2123,2020-08-10,Sabah,410,0.0,0,0
2124,2020-08-10,Sarawak,681,0.0,0,0
2125,2020-08-10,Kuala Lumpur,2507,1.0,0,1
2126,2020-08-10,Putrajaya,99,0.0,0,0
2127,2020-08-10,Labuan,22,0.0,0,0
2128,2020-08-09,Perlis,30,0.0,0,0
2129,2020-08-09,Kedah,132,0.0,0,0
2130,2020-08-09,Pulau Pinang,125,3.0,3,0
2131,2020-08-09,Perak,266,0.0,0,0
2132,2020-08-09,Selangor,2134,1.0,0,1
2133,2020-08-09,Negeri Sembilan,1032,0.0,0,0
2134,2020-08-09,Melaka,258,0.0,0,0
2135,2020-08-09,Johor,744,0.0,0,0
2136,2020-08-09,Pahang,370,0.0,0,0
2137,2020-08-09,Terengganu,114,0.0,0,0
2138,2020-08-09,Kelantan,160,0.0,0,0
2139,2020-08-09,Sabah,410,0.0,0,0
2140,2020-08-09,Sarawak,681,1.0,0,1
2141,2020-08-09,Kuala Lumpur,2506,7.0,0,7
2142,2020-08-09,Putrajaya,99,1.0,1,0
2143,2020-08-09,Labuan,22,0.0,0,0
2144,2020-08-08,Perlis,30,0.0,0,0
2145,2020-08-08,Kedah,132,0.0,0,0
2146,2020-08-08,Pulau Pinang,122,0.0,0,0
2147,2020-08-08,Perak,266,0.0,0,0
2148,2020-08-08,Selangor,2133,1.0,0,1
2149,2020-08-08,Negeri Sembilan,1032,1.0,1,0
