,Province/States,Country/Region,WHO region,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020
155,,Chile,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,10.0,13.0,17.0,23.0,33.0,43.0,61.0,75.0,156.0,156.0,238.0,342.0,434.0,434.0,632.0,746.0,922.0,1142.0,1306.0,1610.0,1909.0,1909.0,2449.0,2738.0,3031.0,3404.0,3737.0,4161.0,4471.0,4815.0,5116.0,5546.0,5972.0,6501.0,6927.0,7213.0,7525.0,7917.0,8273.0,8807.0,9252.0,9730.0,10888.0,10507.0,10832.0,11296.0,11812.0,12306.0,12858.0,13331.0,13813.0,14365.0,14885.0,16023.0,17008.0,18435.0,19663.0,20643.0,22016.0,23048.0,24581.0,25972.0,27219.0,28866.0,30063.0,31721.0,34381.0,37040.0,37040.0,41428.0,43781.0,46059.0,46059.0,53617.0,53617.0,61857.0,65393.0,69102.0,73997.0,77961.0,82289.0,86943.0,90638.0,94858.0,99688.0,105159.0
156,,Canada,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,14.0,19.0,19.0,27.0,30.0,30.0,45.0,51.0,57.0,62.0,77.0,93.0,93.0,138.0,176.0,244.0,304.0,424.0,424.0,569.0,736.0,846.0,1048.0,1384.0,1432.0,1739.0,3409.0,3555.0,4018.0,4757.0,5655.0,6317.0,7695.0,9005.0,10114.0,11732.0,12938.0,13904.0,15806.0,17049.0,18433.0,19759.0,21226.0,22544.0,23702.0,24786.0,26146.0,27540.0,28884.0,30659.0,32400.0,33909.0,35383.0,37374.0,38923.0,40813.0,42739.0,44353.0,45778.0,47316.0,49014.0,50363.0,52056.0,53657.0,55572.0,59365.0,59844.0,61159.0,62458.0,63895.0,65399.0,66780.0,67996.0,69156.0,70342.0,71486.0,72536.0,73829.0,74993.0,76204.0,77306.0,78499.0,79502.0,80555.0,81765.0,82892.0,84081.0,85103.0,85998.0,86939.0,87902.0,88856.0,89741.0,90516.0,91351.0
157,,Mexico,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,11.0,12.0,26.0,41.0,53.0,53.0,82.0,93.0,118.0,164.0,164.0,251.0,370.0,370.0,478.0,478.0,589.0,717.0,848.0,993.0,1094.0,1215.0,1378.0,1510.0,1688.0,1890.0,2143.0,2439.0,2785.0,3181.0,3441.0,3844.0,4219.0,4661.0,5014.0,5399.0,5847.0,6297.0,6875.0,7497.0,8261.0,8772.0,9501.0,10544.0,11633.0,12872.0,13842.0,14677.0,15529.0,16752.0,17799.0,19224.0,20739.0,22088.0,23471.0,24905.0,26025.0,27634.0,29616.0,31522.0,33460.0,35022.0,36327.0,38324.0,40186.0,42595.0,45032.0,47144.0,49219.0,51633.0,54346.0,56594.0,59567.0,62527.0,65856.0,68620.0,71105.0,74560.0,78023.0,81400.0,84627.0,87512.0,90664.0
158,,Ecuador,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7.0,7.0,13.0,14.0,14.0,15.0,15.0,15.0,17.0,17.0,23.0,23.0,37.0,58.0,58.0,155.0,199.0,367.0,506.0,532.0,790.0,1049.0,1211.0,1211.0,1595.0,1823.0,1835.0,1962.0,2240.0,2372.0,3163.0,3163.0,3465.0,3465.0,3747.0,3747.0,4450.0,4956.0,7161.0,7257.0,7466.0,7529.0,7603.0,7858.0,8225.0,8450.0,9022.0,9468.0,10128.0,10398.0,10850.0,11183.0,22719.0,22719.0,22719.0,23240.0,24258.0,24675.0,24934.0,26336.0,27464.0,29538.0,31881.0,31881.0,29420.0,30298.0,30298.0,28818.0,29559.0,29509.0,30419.0,30486.0,30502.0,30502.0,31467.0,32723.0,33182.0,34151.0,34151.0,34854.0,35828.0,36258.0,36756.0,37355.0,37355.0,38103.0,38471.0,38571.0,38571.0,39098.0,39098.0
159,,Colombia,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,16.0,24.0,24.0,45.0,45.0,93.0,108.0,145.0,196.0,196.0,277.0,306.0,470.0,470.0,491.0,539.0,608.0,702.0,798.0,906.0,1065.0,1161.0,1267.0,1406.0,1485.0,1579.0,1780.0,2054.0,2223.0,2473.0,2709.0,2776.0,2852.0,2979.0,3105.0,3233.0,3439.0,3621.0,3792.0,3977.0,4149.0,4356.0,4561.0,4881.0,5142.0,5379.0,5597.0,5949.0,6211.0,6507.0,7006.0,7285.0,7668.0,7973.0,8613.0,8959.0,9456.0,10051.0,10495.0,11063.0,11613.0,12272.0,12930.0,13610.0,14216.0,14939.0,15574.0,16295.0,16935.0,17687.0,18330.0,19131.0,20177.0,21175.0,21981.0,23003.0,24104.0,25366.0,26688.0,28236.0,29383.0
160,,Dominican Republic,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,34.0,72.0,72.0,72.0,245.0,312.0,392.0,488.0,581.0,581.0,581.0,901.0,1109.0,1284.0,1380.0,1488.0,1488.0,1488.0,1828.0,1956.0,1956.0,2349.0,2349.0,2620.0,2967.0,3167.0,3286.0,3614.0,3755.0,4126.0,4335.0,4680.0,4964.0,5044.0,5300.0,5543.0,5749.0,5926.0,6135.0,6293.0,6416.0,6652.0,6972.0,7288.0,7578.0,7954.0,8235.0,8480.0,8807.0,9095.0,9376.0,9882.0,10347.0,10634.0,10900.0,11196.0,11320.0,11739.0,12110.0,12314.0,12725.0,13223.0,13477.0,13657.0,13989.0,14422.0,14801.0,15073.0,15264.0,15723.0,16068.0,16531.0,16908.0,17285.0,17572.0
161,,Argentina,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,12.0,12.0,17.0,19.0,31.0,34.0,45.0,56.0,65.0,65.0,79.0,97.0,128.0,158.0,225.0,266.0,301.0,387.0,502.0,589.0,690.0,745.0,820.0,966.0,1054.0,1133.0,1265.0,1353.0,1451.0,1554.0,1628.0,1715.0,1795.0,1929.0,1975.0,1975.0,2252.0,2336.0,2477.0,2598.0,2694.0,2784.0,2839.0,2960.0,3073.0,3197.0,3340.0,3479.0,3701.0,3838.0,3892.0,4019.0,4201.0,4304.0,4476.0,4532.0,4681.0,4799.0,4922.0,5076.0,5305.0,5530.0,5680.0,5924.0,6034.0,6278.0,6563.0,6973.0,7134.0,7479.0,7805.0,8068.0,8371.0,8809.0,9283.0,9931.0,10649.0,11353.0,12076.0,12628.0,13228.0,13933.0,14702.0,14702.0,16214.0,16851.0
162,,Panama,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,14.0,27.0,27.0,43.0,69.0,69.0,86.0,109.0,137.0,137.0,245.0,345.0,345.0,558.0,558.0,674.0,786.0,901.0,989.0,989.0,1181.0,1317.0,1475.0,1673.0,1801.0,1988.0,2100.0,2249.0,2528.0,2752.0,2974.0,3234.0,3400.0,3472.0,3574.0,3751.0,4016.0,4210.0,4273.0,4467.0,4658.0,4821.0,4992.0,5166.0,5338.0,5538.0,5779.0,6021.0,6200.0,6378.0,6532.0,6720.0,7090.0,7197.0,7387.0,7523.0,7731.0,7868.0,8070.0,8282.0,8448.0,8616.0,8616.0,8944.0,9118.0,9268.0,9449.0,9606.0,9726.0,9867.0,9977.0,10116.0,10267.0,10577.0,10926.0,11183.0,11447.0,11728.0,12131.0,12531.0,13018.0,13463.0
163,,Bolivia,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,11.0,11.0,11.0,12.0,15.0,16.0,19.0,24.0,27.0,28.0,39.0,39.0,61.0,74.0,74.0,97.0,107.0,115.0,123.0,132.0,139.0,157.0,183.0,194.0,210.0,264.0,268.0,275.0,300.0,330.0,354.0,397.0,441.0,465.0,493.0,520.0,564.0,598.0,609.0,672.0,703.0,807.0,866.0,950.0,1014.0,1053.0,1110.0,1167.0,1229.0,1470.0,1594.0,1681.0,1802.0,1886.0,2081.0,2266.0,2437.0,2556.0,2831.0,2964.0,3148.0,3372.0,3577.0,3826.0,4088.0,4263.0,4481.0,4919.0,5187.0,5579.0,5915.0,6263.0,6660.0,7136.0,7768.0,8387.0,8731.0,9592.0,9982.0
164,,Honduras,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,9.0,12.0,24.0,24.0,26.0,30.0,30.0,52.0,52.0,67.0,67.0,110.0,139.0,139.0,172.0,219.0,222.0,264.0,268.0,298.0,305.0,312.0,343.0,382.0,392.0,393.0,397.0,407.0,419.0,426.0,442.0,457.0,472.0,477.0,494.0,510.0,519.0,562.0,591.0,627.0,661.0,702.0,738.0,771.0,804.0,899.0,1010.0,1055.0,1178.0,1270.0,1461.0,1685.0,1771.0,1830.0,1972.0,2100.0,2080.0,2255.0,2318.0,2460.0,2565.0,2646.0,2798.0,2955.0,3100.0,3204.0,3477.0,3743.0,3950.0,4189.0,4401.0,4640.0,4752.0,4886.0,5094.0,5202.0
165,,Guatemala,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,9.0,12.0,12.0,18.0,20.0,21.0,24.0,24.0,25.0,32.0,34.0,36.0,36.0,39.0,47.0,50.0,50.0,61.0,70.0,77.0,87.0,95.0,126.0,137.0,153.0,156.0,167.0,180.0,196.0,214.0,235.0,257.0,289.0,294.0,316.0,342.0,384.0,430.0,473.0,500.0,530.0,557.0,585.0,599.0,644.0,688.0,703.0,730.0,763.0,798.0,832.0,900.0,967.0,1052.0,1114.0,1199.0,1342.0,1518.0,1643.0,1763.0,1912.0,2001.0,2133.0,2265.0,2512.0,2743.0,3054.0,3424.0,3760.0,3954.0,4145.0,4348.0,4607.0,4739.0,5087.0
166,,El Salvador,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,13.0,13.0,13.0,19.0,24.0,30.0,30.0,32.0,41.0,46.0,56.0,62.0,69.0,78.0,93.0,103.0,117.0,118.0,125.0,137.0,149.0,159.0,164.0,177.0,190.0,201.0,218.0,225.0,237.0,250.0,261.0,274.0,298.0,323.0,345.0,377.0,395.0,424.0,446.0,490.0,555.0,587.0,633.0,695.0,742.0,784.0,889.0,958.0,998.0,1037.0,1112.0,1210.0,1265.0,1338.0,1413.0,1498.0,1571.0,1640.0,1725.0,1819.0,1915.0,1983.0,2042.0,2109.0,2194.0,2278.0,2395.0,2517.0,2582.0
167,,Haiti,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,7.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,16.0,16.0,18.0,18.0,21.0,24.0,25.0,27.0,30.0,30.0,31.0,31.0,40.0,40.0,41.0,41.0,43.0,44.0,44.0,47.0,57.0,58.0,62.0,72.0,72.0,72.0,74.0,76.0,76.0,76.0,81.0,85.0,85.0,88.0,100.0,101.0,108.0,129.0,146.0,151.0,182.0,209.0,219.0,234.0,273.0,310.0,358.0,456.0,533.0,596.0,663.0,734.0,812.0,865.0,958.0,1063.0,1174.0,1320.0,1443.0,1584.0,1865.0,2124.0
168,,Cuba,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,5.0,5.0,10.0,11.0,16.0,16.0,16.0,40.0,48.0,57.0,67.0,80.0,119.0,119.0,170.0,186.0,212.0,233.0,269.0,288.0,320.0,350.0,396.0,457.0,515.0,564.0,620.0,669.0,726.0,766.0,814.0,862.0,923.0,986.0,1035.0,1087.0,1137.0,1189.0,1235.0,1285.0,1337.0,1369.0,1389.0,1437.0,1467.0,1501.0,1537.0,1611.0,1649.0,1668.0,1685.0,1703.0,1729.0,1741.0,1754.0,1766.0,1783.0,1804.0,1810.0,1830.0,1840.0,1862.0,1872.0,1881.0,1887.0,1900.0,1908.0,1916.0,1931.0,1941.0,1947.0,1963.0,1974.0,1983.0,2005.0,2025.0,2045.0,2083.0
169,,Venezuela,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,33.0,33.0,36.0,36.0,36.0,36.0,70.0,70.0,77.0,91.0,91.0,106.0,113.0,113.0,129.0,129.0,143.0,144.0,144.0,144.0,144.0,159.0,165.0,166.0,166.0,171.0,171.0,171.0,181.0,181.0,193.0,197.0,204.0,204.0,228.0,256.0,285.0,288.0,298.0,318.0,318.0,323.0,325.0,329.0,329.0,331.0,333.0,345.0,345.0,357.0,361.0,367.0,379.0,381.0,388.0,402.0,414.0,422.0,440.0,440.0,455.0,504.0,541.0,618.0,618.0,824.0,824.0,882.0,944.0,1010.0,1121.0,1177.0,1245.0,1245.0,1327.0,1370.0,1459.0,1510.0
170,,Costa Rica,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,13.0,13.0,22.0,23.0,23.0,23.0,41.0,41.0,50.0,87.0,113.0,113.0,117.0,158.0,177.0,201.0,201.0,231.0,263.0,295.0,314.0,314.0,347.0,375.0,396.0,416.0,435.0,454.0,467.0,483.0,502.0,539.0,558.0,577.0,595.0,612.0,618.0,626.0,642.0,649.0,655.0,660.0,662.0,669.0,681.0,686.0,687.0,693.0,695.0,697.0,705.0,713.0,719.0,725.0,733.0,739.0,742.0,755.0,761.0,765.0,773.0,780.0,792.0,801.0,804.0,815.0,830.0,843.0,853.0,863.0,882.0,882.0,882.0,903.0,911.0,918.0,930.0,951.0,956.0,984.0,1000.0,1022.0,1047.0,1056.0
171,,Paraguay,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,11.0,11.0,13.0,18.0,22.0,22.0,27.0,41.0,41.0,52.0,56.0,59.0,64.0,65.0,69.0,77.0,92.0,96.0,104.0,113.0,115.0,119.0,124.0,129.0,133.0,134.0,147.0,159.0,161.0,174.0,199.0,202.0,206.0,208.0,208.0,213.0,213.0,220.0,223.0,228.0,228.0,230.0,239.0,249.0,266.0,333.0,370.0,396.0,431.0,440.0,462.0,563.0,689.0,713.0,724.0,737.0,740.0,754.0,759.0,778.0,786.0,788.0,829.0,833.0,836.0,838.0,850.0,862.0,865.0,877.0,884.0,900.0,917.0,964.0,986.0,995.0
172,,Nicaragua,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,759.0,885.0,885.0,885.0,885.0,885.0
173,,Uruguay,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,29.0,79.0,94.0,94.0,135.0,162.0,162.0,217.0,217.0,238.0,274.0,303.0,309.0,320.0,338.0,350.0,369.0,386.0,400.0,406.0,415.0,424.0,456.0,473.0,494.0,501.0,512.0,483.0,492.0,493.0,502.0,508.0,517.0,528.0,535.0,543.0,549.0,557.0,563.0,596.0,606.0,620.0,625.0,630.0,643.0,648.0,652.0,655.0,657.0,670.0,673.0,684.0,694.0,702.0,707.0,711.0,717.0,719.0,724.0,732.0,734.0,734.0,737.0,738.0,746.0,749.0,753.0,764.0,769.0,787.0,789.0,803.0,811.0,816.0,821.0,823.0
174,,Jamaica,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,8.0,10.0,10.0,12.0,13.0,15.0,16.0,16.0,19.0,19.0,21.0,26.0,26.0,26.0,30.0,32.0,36.0,36.0,38.0,44.0,47.0,53.0,55.0,58.0,59.0,63.0,63.0,63.0,65.0,69.0,72.0,73.0,105.0,125.0,143.0,163.0,173.0,196.0,223.0,233.0,243.0,257.0,288.0,305.0,305.0,364.0,381.0,396.0,422.0,432.0,463.0,469.0,471.0,473.0,478.0,488.0,490.0,498.0,502.0,505.0,507.0,509.0,509.0,511.0,517.0,520.0,520.0,520.0,529.0,534.0,544.0,550.0,552.0,556.0,564.0,569.0,569.0,575.0,581.0,581.0
175,,Guyana,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,12.0,19.0,19.0,19.0,23.0,24.0,29.0,31.0,33.0,37.0,37.0,37.0,37.0,47.0,47.0,48.0,55.0,57.0,63.0,63.0,65.0,66.0,67.0,67.0,70.0,73.0,74.0,74.0,74.0,75.0,78.0,82.0,82.0,82.0,82.0,92.0,93.0,93.0,93.0,93.0,97.0,104.0,109.0,113.0,113.0,113.0,116.0,117.0,117.0,124.0,125.0,125.0,127.0,127.0,127.0,135.0,137.0,139.0,139.0,150.0,150.0,152.0,153.0
176,,Trinidad and Tobago,Region of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,7.0,9.0,9.0,9.0,50.0,51.0,57.0,60.0,61.0,66.0,74.0,76.0,82.0,85.0,89.0,90.0,97.0,100.0,103.0,105.0,106.0,107.0,109.0,109.0,109.0,112.0,113.0,113.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,115.0,115.0,115.0,115.0,115.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,117.0,117.0
